"Source","Target","Type"
"fulfill","socio-communicative","Undirected"
"fulfill","text","Undirected"
"fulfill","unit","Undirected"
"fulfill","use","Undirected"
"function","game","Undirected"
"function","give","Undirected"
"function","identifiable","Undirected"
"function","identify","Undirected"
"function","informativeness","Undirected"
"function","involve","Undirected"
"function","language","Undirected"
"function","main","Undirected"
"function","material","Undirected"
"function","mentally","Undirected"
"function","need","Undirected"
"function","numb","Undirected"
"function","possess","Undirected"
"function","presumably","Undirected"
"function","principle","Undirected"
"function","provide","Undirected"
"function","realization","Undirected"
"function","record","Undirected"
"function","relevant","Undirected"
"function","repertoire","Undirected"
"function","see","Undirected"
"function","select","Undirected"
"function","separation","Undirected"
"function","socio-communicative","Undirected"
"function","source","Undirected"
"function","text","Undirected"
"function","textuality","Undirected"
"function","texture","Undirected"
"function","unit","Undirected"
"function","use","Undirected"
"function","verbal","Undirected"
"functional","regard","Undirected"
"functional","semantic","Undirected"
"functional","text","Undirected"
"functional","unit","Undirected"
"game","give","Undirected"
"game","identifiable","Undirected"
"game","language","Undirected"
"game","socio-communicative","Undirected"
"game","text","Undirected"
"game","unit","Undirected"
"game","use","Undirected"
"generate","interconnect","Undirected"
"generate","oral","Undirected"
"generate","particular","Undirected"
"generate","people","Undirected"
"generate","system","Undirected"
"generate","text","Undirected"
"generate","write","Undirected"
"gestural","less","Undirected"
"gestural","linguistic","Undirected"
"gestural","non-verbal","Undirected"
"gestural","prosodic","Undirected"
"gestural","realize","Undirected"
"gestural","sensori-perceptual","Undirected"
"gestural","term","Undirected"
"gestural","text","Undirected"
"gestural","trace","Undirected"
"gestural","utterance","Undirected"
"gestural","verbal","Undirected"
"give","identifiable","Undirected"
"give","language","Undirected"
"give","materially","Undirected"
"give","sign","Undirected"
"give","socio-communicative","Undirected"
"give","text","Undirected"
"give","unit","Undirected"
"give","use","Undirected"
"give","verbal","Undirected"
"good","mean","Undirected"
"good","regard","Undirected"
"good","semantic","Undirected"
"good","text","Undirected"
"good","unit","Undirected"
"grammar","object","Undirected"
"grammar","perspective","Undirected"
"grammar","sense","Undirected"
"grammar","side","Undirected"
"grammar","structural","Undirected"
"grammar","text","Undirected"
"grammar","textual","Undirected"
"grammar","unique","Undirected"
"grammar","unitary","Undirected"
"grammar","wide","Undirected"
"grammatical","integrity","Undirected"
"grammatical","language","Undirected"
"grammatical","lexical","Undirected"
"grammatical","linkage","Undirected"
"grammatical","logical","Undirected"
"grammatical","property","Undirected"
"grammatical","result","Undirected"
"grammatical","stylistic","Undirected"
"grammatical","text","Undirected"
"grammatical","texture","Undirected"
"grammatical","type","Undirected"
"grammatical","wholeness","Undirected"
"ground","informal","Undirected"
"ground","interaction","Undirected"
"ground","meaning","Undirected"
"ground","particular","Undirected"
"ground","point","Undirected"
"ground","possible","Undirected"
"ground","produce","Undirected"
"ground","refer","Undirected"
"ground","sequence","Undirected"
"ground","sign","Undirected"
"ground","signal","Undirected"
"ground","speak","Undirected"
"ground","speaker","Undirected"
"ground","term","Undirected"
"ground","text","Undirected"
"group","relate","Undirected"
"group","sentence","Undirected"
"group","text","Undirected"
"halliday","make","Undirected"
"halliday","meaning","Undirected"
"halliday","term","Undirected"
"halliday","text","Undirected"
"happen","immediate","Undirected"
"happen","participation","Undirected"
"happen","production","Undirected"
"happen","quote","Undirected"
"happen","reader","Undirected"
"happen","record","Undirected"
"happen","remember","Undirected"
"happen","sentence","Undirected"
"happen","smething","Undirected"
"happen","take","Undirected"
"happen","text","Undirected"
"happen","write","Undirected"
"hence","non-texts","Undirected"
"hence","noncommunicative","Undirected"
"hence","text","Undirected"
"hence","treat","Undirected"
"hierarchy","lexico-grammatical","Undirected"
"hierarchy","own","Undirected"
"hierarchy","phonological","Undirected"
"hierarchy","realize","Undirected"
"hierarchy","system","Undirected"
"hierarchy","text","Undirected"
"hierarchy","unit","Undirected"
"human","intersubjective","Undirected"
"human","pragmatic","Undirected"
"human","produce","Undirected"
"human","reader","Undirected"
"human","relationship","Undirected"
"human","school","Undirected"
"human","teacher","Undirected"
"human","text","Undirected"
"identifiable","language","Undirected"
"identifiable","socio-communicative","Undirected"
"identifiable","text","Undirected"
"identifiable","unit","Undirected"
"identifiable","use","Undirected"
"identify","informativeness","Undirected"
"identify","language","Undirected"
"identify","main","Undirected"
"identify","presumably","Undirected"
"identify","principle","Undirected"
"identify","provide","Undirected"
"identify","see","Undirected"
"identify","separation","Undirected"
"identify","text","Undirected"
"identify","textuality","Undirected"
"identify","texture","Undirected"
"identify","unit","Undirected"
"identify","use","Undirected"
"immediate","preserve","Undirected"
"immediate","production","Undirected"
"immediate","quote","Undirected"
"immediate","record","Undirected"
"immediate","remember","Undirected"
"immediate","situation","Undirected"
"immediate","speaker","Undirected"
"immediate","speech","Undirected"
"immediate","take","Undirected"
"immediate","text","Undirected"
"immediate","time","Undirected"
"immediate","utterance","Undirected"
"immediate","write","Undirected"
"implicate","information","Undirected"
"implicate","much","Undirected"
"implicate","necessarily","Undirected"
"implicate","new","Undirected"
"implicate","old","Undirected"
"implicate","predicate","Undirected"
"implicate","rheme","Undirected"
"implicate","subject","Undirected"
"implicate","term","Undirected"
"implicate","text","Undirected"
"implicate","theme","Undirected"
"implicate","topic","Undirected"
"implicate","traditional","Undirected"
"implicate","turn","Undirected"
"imply","string","Undirected"
"imply","text","Undirected"
"imply","unconnect","Undirected"
"imply","word","Undirected"
"impossible","linguistic","Undirected"
"impossible","message","Undirected"
"impossible","say","Undirected"
"impossible","structure","Undirected"
"impossible","text","Undirected"
"indefinitely","manifest","Undirected"
"indefinitely","purport","Undirected"
"indefinitely","syntagmatic","Undirected"
"indefinitely","text","Undirected"
"indefinitely","whose","Undirected"
"indicator","linguistic","Undirected"
"indicator","meaningful","Undirected"
"indicator","sequentially","Undirected"
"indicator","structure","Undirected"
"indicator","text","Undirected"
"individual","sequence","Undirected"
"individual","symbol","Undirected"
"individual","text","Undirected"
"individual","word","Undirected"
"informal","interaction","Undirected"
"informal","meaning","Undirected"
"informal","particular","Undirected"
"informal","point","Undirected"
"informal","possible","Undirected"
"informal","produce","Undirected"
"informal","refer","Undirected"
"informal","sequence","Undirected"
"informal","sign","Undirected"
"informal","signal","Undirected"
"informal","speak","Undirected"
"informal","speaker","Undirected"
"informal","term","Undirected"
"informal","text","Undirected"
"information","involve","Undirected"
"information","know","Undirected"
"information","lexical","Undirected"
"information","like","Undirected"
"information","much","Undirected"
"information","necessarily","Undirected"
"information","new","Undirected"
"information","non-structural","Undirected"
"information","old","Undirected"
"information","pattern","Undirected"
"information","point","Undirected"
"information","predicate","Undirected"
"information","refer","Undirected"
"information","reference","Undirected"
"information","relation","Undirected"
"information","rheme","Undirected"
"information","semantic","Undirected"
"information","state","Undirected"
"information","structural","Undirected"
"information","structure","Undirected"
"information","subject","Undirected"
"information","substitution","Undirected"
"information","system","Undirected"
"information","term","Undirected"
"information","text","Undirected"
"information","thematic","Undirected"
"information","theme","Undirected"
"information","topic","Undirected"
"information","traditional","Undirected"
"information","transition","Undirected"
"information","turn","Undirected"
"informativeness","language","Undirected"
"informativeness","main","Undirected"
"informativeness","presumably","Undirected"
"informativeness","principle","Undirected"
"informativeness","provide","Undirected"
"informativeness","see","Undirected"
"informativeness","separation","Undirected"
"informativeness","text","Undirected"
"informativeness","textuality","Undirected"
"informativeness","texture","Undirected"
"informativeness","unit","Undirected"
"informativeness","use","Undirected"
"informativity","intentionality","Undirected"
"informativity","intertextuality","Undirected"
"informativity","meet","Undirected"
"informativity","occurrence","Undirected"
"informativity","possible","Undirected"
"informativity","seven","Undirected"
"informativity","situationality","Undirected"
"informativity","standard","Undirected"
"informativity","text","Undirected"
"informativity","textuality","Undirected"
"instance","meaning","Undirected"
"instance","particular","Undirected"
"instance","sfl","Undirected"
"instance","text","Undirected"
"integrate","linguistic","Undirected"
"integrate","must","Undirected"
"integrate","recognizably","Undirected"
"integrate","text","Undirected"
"integrate","whole","Undirected"
"integrity","lexical","Undirected"
"integrity","linkage","Undirected"
"integrity","logical","Undirected"
"integrity","result","Undirected"
"integrity","stylistic","Undirected"
"integrity","text","Undirected"
"integrity","type","Undirected"
"integrity","wholeness","Undirected"
"intend","mean","Undirected"
"intend","paragraph","Undirected"
"intend","section","Undirected"
"intend","sentence","Undirected"
"intend","sequence","Undirected"
"intend","specific","Undirected"
"intend","structure","Undirected"
"intend","text","Undirected"
"intend","word","Undirected"
"intensional","relation","Undirected"
"intensional","semantic","Undirected"
"intensional","text","Undirected"
"intentionality","intertextuality","Undirected"
"intentionality","meet","Undirected"
"intentionality","occurrence","Undirected"
"intentionality","possible","Undirected"
"intentionality","seven","Undirected"
"intentionality","situationality","Undirected"
"intentionality","standard","Undirected"
"intentionality","text","Undirected"
"intentionality","textuality","Undirected"
"interact","lexis","Undirected"
"interact","linguistic","Undirected"
"interact","multiple","Undirected"
"interact","reader","Undirected"
"interact","syntax","Undirected"
"interact","system","Undirected"
"interact","text","Undirected"
"interact","writer","Undirected"
"interaction","meaning","Undirected"
"interaction","output","Undirected"
"interaction","particular","Undirected"
"interaction","point","Undirected"
"interaction","possible","Undirected"
"interaction","process","Undirected"
"interaction","produce","Undirected"
"interaction","product","Undirected"
"interaction","production","Undirected"
"interaction","record","Undirected"
"interaction","refer","Undirected"
"interaction","sense","Undirected"
"interaction","sequence","Undirected"
"interaction","sign","Undirected"
"interaction","signal","Undirected"
"interaction","social","Undirected"
"interaction","speak","Undirected"
"interaction","speaker","Undirected"
"interaction","study","Undirected"
"interaction","term","Undirected"
"interaction","text","Undirected"
"interconnect","oral","Undirected"
"interconnect","particular","Undirected"
"interconnect","people","Undirected"
"interconnect","system","Undirected"
"interconnect","text","Undirected"
"interconnect","write","Undirected"
"internal","intersentential","Undirected"
"internal","language","Undirected"
"internal","lexical","Undirected"
"internal","line","Undirected"
"internal","linguistic","Undirected"
"internal","link","Undirected"
"internal","reference","Undirected"
"internal","regularity","Undirected"
"internal","result","Undirected"
"internal","stretch","Undirected"
"internal","structure","Undirected"
"internal","text","Undirected"
"internal","textual","Undirected"
"internal","textuality","Undirected"
"internal","unit","Undirected"
"internal","whose","Undirected"
"intersentential","language","Undirected"
"intersentential","lexical","Undirected"
"intersentential","line","Undirected"
"intersentential","linguistic","Undirected"
"intersentential","link","Undirected"
"intersentential","reference","Undirected"
"intersentential","regularity","Undirected"
"intersentential","result","Undirected"
"intersentential","stretch","Undirected"
"intersentential","structure","Undirected"
"intersentential","text","Undirected"
"intersentential","textual","Undirected"
"intersentential","textuality","Undirected"
"intersentential","unit","Undirected"
"intersentential","whose","Undirected"
"intersubjective","pragmatic","Undirected"
"intersubjective","produce","Undirected"
"intersubjective","reader","Undirected"
"intersubjective","relationship","Undirected"
"intersubjective","school","Undirected"
"intersubjective","teacher","Undirected"
"intersubjective","text","Undirected"
"intertextual","interweave","Undirected"
"intertextual","layout","Undirected"
"intertextual","lexical","Undirected"
"intertextual","multiple","Undirected"
"intertextual","representational","Undirected"
"intertextual","rhetorial","Undirected"
"intertextual","semantic","Undirected"
"intertextual","semiotic","Undirected"
"intertextual","syntactic","Undirected"
"intertextual","system","Undirected"
"intertextual","text","Undirected"
"intertextual","typesetting","Undirected"
"intertextuality","meet","Undirected"
"intertextuality","occurrence","Undirected"
"intertextuality","possible","Undirected"
"intertextuality","seven","Undirected"
"intertextuality","situationality","Undirected"
"intertextuality","standard","Undirected"
"intertextuality","text","Undirected"
"intertextuality","textuality","Undirected"
"interweave","layout","Undirected"
"interweave","lexical","Undirected"
"interweave","multiple","Undirected"
"interweave","representational","Undirected"
"interweave","rhetorial","Undirected"
"interweave","semantic","Undirected"
"interweave","semiotic","Undirected"
"interweave","syntactic","Undirected"
"interweave","system","Undirected"
"interweave","text","Undirected"
"interweave","typesetting","Undirected"
"involve","material","Undirected"
"involve","numb","Undirected"
"involve","realization","Undirected"
"involve","relevant","Undirected"
"involve","repertoire","Undirected"
"involve","see","Undirected"
"involve","select","Undirected"
"involve","source","Undirected"
"involve","text","Undirected"
"item","language","Undirected"
"item","lexical","Undirected"
"item","pattern","Undirected"
"item","rhythmic","Undirected"
"item","similar","Undirected"
"item","similarity","Undirected"
"item","structural","Undirected"
"item","tend","Undirected"
"item","text","Undirected"
"know","point","Undirected"
"know","state","Undirected"
"know","system","Undirected"
"know","text","Undirected"
"know","transition","Undirected"
"language","lexical","Undirected"
"language","line","Undirected"
"language","linguistic","Undirected"
"language","link","Undirected"
"language","main","Undirected"
"language","manifest","Undirected"
"language","mean","Undirected"
"language","motivate","Undirected"
"language","need","Undirected"
"language","network","Undirected"
"language","oral","Undirected"
"language","particular","Undirected"
"language","pattern","Undirected"
"language","practice","Undirected"
"language","presumably","Undirected"
"language","principle","Undirected"
"language","produce","Undirected"
"language","product","Undirected"
"language","property","Undirected"
"language","provide","Undirected"
"language","radical","Undirected"
"language","reference","Undirected"
"language","regularity","Undirected"
"language","relationship","Undirected"
"language","represent","Undirected"
"language","resource","Undirected"
"language","result","Undirected"
"language","rhythmic","Undirected"
"language","rightly","Undirected"
"language","see","Undirected"
"language","semantic","Undirected"
"language","semiotic","Undirected"
"language","separation","Undirected"
"language","shape","Undirected"
"language","similar","Undirected"
"language","similarity","Undirected"
"language","social","Undirected"
"language","socio-communicative","Undirected"
"language","speak","Undirected"
"language","specific","Undirected"
"language","stratify","Undirected"
"language","stretch","Undirected"
"language","structural","Undirected"
"language","structure","Undirected"
"language","surpass","Undirected"
"language","system","Undirected"
"language","tend","Undirected"
"language","tendency","Undirected"
"language","text","Undirected"
"language","textual","Undirected"
"language","textuality","Undirected"
"language","texture","Undirected"
"language","understand","Undirected"
"language","unit","Undirected"
"language","use","Undirected"
"language","value","Undirected"
"language","whose","Undirected"
"language","write","Undirected"
"large","meaning","Undirected"
"large","scaffold","Undirected"
"large","small","Undirected"
"large","structure","Undirected"
"large","text","Undirected"
"large","unit","Undirected"
"large","view","Undirected"
"large","wave","Undirected"
"layout","lexical","Undirected"
"layout","multiple","Undirected"
"layout","representational","Undirected"
"layout","rhetorial","Undirected"
"layout","semantic","Undirected"
"layout","semiotic","Undirected"
"layout","syntactic","Undirected"
"layout","system","Undirected"
"layout","text","Undirected"
"layout","typesetting","Undirected"
"length","linguistic","Undirected"
"length","oral","Undirected"
"length","passage","Undirected"
"length","refer","Undirected"
"length","semantic","Undirected"
"length","speak","Undirected"
"length","text","Undirected"
"length","unify","Undirected"
"length","unit","Undirected"
"length","unity","Undirected"
"length","use","Undirected"
"length","various","Undirected"
"length","whole","Undirected"
"length","word","Undirected"
"length","write","Undirected"
"less","linguistic","Undirected"
"less","make","Undirected"
"less","non-verbal","Undirected"
"less","prosodic","Undirected"
"less","realize","Undirected"
"less","sensori-perceptual","Undirected"
"less","statement","Undirected"
"less","structure","Undirected"
"less","term","Undirected"
"less","text","Undirected"
"less","tissue","Undirected"
"less","trace","Undirected"
"less","utterance","Undirected"
"less","verbal","Undirected"
"less","write","Undirected"
"less","writeable","Undirected"
"lexical","like","Undirected"
"lexical","line","Undirected"
"lexical","linguistic","Undirected"
"lexical","link","Undirected"
"lexical","linkage","Undirected"
"lexical","logical","Undirected"
"lexical","multiple","Undirected"
"lexical","non-structural","Undirected"
"lexical","pattern","Undirected"
"lexical","property","Undirected"
"lexical","refer","Undirected"
"lexical","reference","Undirected"
"lexical","regularity","Undirected"
"lexical","relation","Undirected"
"lexical","representational","Undirected"
"lexical","result","Undirected"
"lexical","rhetorial","Undirected"
"lexical","rhythmic","Undirected"
"lexical","semantic","Undirected"
"lexical","semiotic","Undirected"
"lexical","similar","Undirected"
"lexical","similarity","Undirected"
"lexical","stretch","Undirected"
"lexical","structural","Undirected"
"lexical","structure","Undirected"
"lexical","stylistic","Undirected"
"lexical","substitution","Undirected"
"lexical","syntactic","Undirected"
"lexical","system","Undirected"
"lexical","tend","Undirected"
"lexical","text","Undirected"
"lexical","textual","Undirected"
"lexical","textuality","Undirected"
"lexical","texture","Undirected"
"lexical","thematic","Undirected"
"lexical","type","Undirected"
"lexical","typesetting","Undirected"
"lexical","unit","Undirected"
"lexical","wholeness","Undirected"
"lexical","whose","Undirected"
"lexico-grammatical","own","Undirected"
"lexico-grammatical","phonological","Undirected"
"lexico-grammatical","realize","Undirected"
"lexico-grammatical","system","Undirected"
"lexico-grammatical","text","Undirected"
"lexico-grammatical","unit","Undirected"
"lexis","linguistic","Undirected"
"lexis","multiple","Undirected"
"lexis","reader","Undirected"
"lexis","syntax","Undirected"
"lexis","system","Undirected"
"lexis","text","Undirected"
"lexis","writer","Undirected"
"like","non-structural","Undirected"
"like","pattern","Undirected"
"like","refer","Undirected"
"like","reference","Undirected"
"like","relation","Undirected"
"like","semantic","Undirected"
"like","structural","Undirected"
"like","structure","Undirected"
"like","substitution","Undirected"
"like","text","Undirected"
"like","thematic","Undirected"
"limit","relatively","Undirected"
"limit","text","Undirected"
"limit","wholeness","Undirected"
"line","linguistic","Undirected"
"line","link","Undirected"
"line","reference","Undirected"
"line","regularity","Undirected"
"line","result","Undirected"
"line","stretch","Undirected"
"line","structure","Undirected"
"line","text","Undirected"
"line","textual","Undirected"
"line","textuality","Undirected"
"line","unit","Undirected"
"line","whose","Undirected"
"linguistic","link","Undirected"
"linguistic","meaninful","Undirected"
"linguistic","meaningful","Undirected"
"linguistic","message","Undirected"
"linguistic","multiple","Undirected"
"linguistic","must","Undirected"
"linguistic","need","Undirected"
"linguistic","non-verbal","Undirected"
"linguistic","occurrence","Undirected"
"linguistic","passage","Undirected"
"linguistic","perceive","Undirected"
"linguistic","prosodic","Undirected"
"linguistic","reader","Undirected"
"linguistic","realize","Undirected"
"linguistic","receiver","Undirected"
"linguistic","recognizably","Undirected"
"linguistic","refer","Undirected"
"linguistic","reference","Undirected"
"linguistic","regard","Undirected"
"linguistic","regularity","Undirected"
"linguistic","result","Undirected"
"linguistic","say","Undirected"
"linguistic","semantic","Undirected"
"linguistic","sensori-perceptual","Undirected"
"linguistic","sequentially","Undirected"
"linguistic","socio-communicative","Undirected"
"linguistic","speak","Undirected"
"linguistic","stretch","Undirected"
"linguistic","structure","Undirected"
"linguistic","study","Undirected"
"linguistic","syntax","Undirected"
"linguistic","system","Undirected"
"linguistic","term","Undirected"
"linguistic","text","Undirected"
"linguistic","textual","Undirected"
"linguistic","textuality","Undirected"
"linguistic","trace","Undirected"
"linguistic","unify","Undirected"
"linguistic","unit","Undirected"
"linguistic","unity","Undirected"
"linguistic","use","Undirected"
"linguistic","utterance","Undirected"
"linguistic","verbal","Undirected"
"linguistic","whole","Undirected"
"linguistic","whose","Undirected"
"linguistic","word","Undirected"
"linguistic","write","Undirected"
"linguistic","writer","Undirected"
"link","reference","Undirected"
"link","regularity","Undirected"
"link","result","Undirected"
"link","stretch","Undirected"
"link","structure","Undirected"
"link","text","Undirected"
"link","textual","Undirected"
"link","textuality","Undirected"
"link","unit","Undirected"
"link","whose","Undirected"
"linkage","logical","Undirected"
"linkage","result","Undirected"
"linkage","stylistic","Undirected"
"linkage","text","Undirected"
"linkage","type","Undirected"
"linkage","wholeness","Undirected"
"logical","result","Undirected"
"logical","stylistic","Undirected"
"logical","text","Undirected"
"logical","type","Undirected"
"logical","wholeness","Undirected"
"main","presumably","Undirected"
"main","principle","Undirected"
"main","provide","Undirected"
"main","see","Undirected"
"main","separation","Undirected"
"main","text","Undirected"
"main","textuality","Undirected"
"main","texture","Undirected"
"main","unit","Undirected"
"main","use","Undirected"
"make","meaning","Undirected"
"make","narrative","Undirected"
"make","other","Undirected"
"make","pile","Undirected"
"make","punctuation","Undirected"
"make","respect","Undirected"
"make","sentence","Undirected"
"make","set","Undirected"
"make","statement","Undirected"
"make","structure","Undirected"
"make","term","Undirected"
"make","text","Undirected"
"make","textuality","Undirected"
"make","texture","Undirected"
"make","tissue","Undirected"
"make","unity","Undirected"
"make","word","Undirected"
"make","write","Undirected"
"make","writeable","Undirected"
"manifest","practice","Undirected"
"manifest","purport","Undirected"
"manifest","relationship","Undirected"
"manifest","semantic","Undirected"
"manifest","social","Undirected"
"manifest","specific","Undirected"
"manifest","stratify","Undirected"
"manifest","syntagmatic","Undirected"
"manifest","system","Undirected"
"manifest","text","Undirected"
"manifest","unit","Undirected"
"manifest","whose","Undirected"
"material","numb","Undirected"
"material","present","Undirected"
"material","realization","Undirected"
"material","relevant","Undirected"
"material","repertoire","Undirected"
"material","see","Undirected"
"material","select","Undirected"
"material","source","Undirected"
"material","text","Undirected"
"material","unity","Undirected"
"materially","sign","Undirected"
"materially","text","Undirected"
"materially","verbal","Undirected"
"mean","motivate","Undirected"
"mean","need","Undirected"
"mean","paragraph","Undirected"
"mean","particular","Undirected"
"mean","regard","Undirected"
"mean","resource","Undirected"
"mean","section","Undirected"
"mean","semantic","Undirected"
"mean","semiotic","Undirected"
"mean","sentence","Undirected"
"mean","sequence","Undirected"
"mean","shape","Undirected"
"mean","social","Undirected"
"mean","specific","Undirected"
"mean","structure","Undirected"
"mean","system","Undirected"
"mean","text","Undirected"
"mean","understand","Undirected"
"mean","unit","Undirected"
"mean","use","Undirected"
"mean","word","Undirected"
"meaninful","need","Undirected"
"meaninful","occurrence","Undirected"
"meaninful","perceive","Undirected"
"meaninful","receiver","Undirected"
"meaninful","text","Undirected"
"meaninful","whole","Undirected"
"meaning","particular","Undirected"
"meaning","point","Undirected"
"meaning","possible","Undirected"
"meaning","produce","Undirected"
"meaning","refer","Undirected"
"meaning","scaffold","Undirected"
"meaning","semantic","Undirected"
"meaning","sequence","Undirected"
"meaning","sfl","Undirected"
"meaning","sign","Undirected"
"meaning","signal","Undirected"
"meaning","small","Undirected"
"meaning","social","Undirected"
"meaning","speak","Undirected"
"meaning","speaker","Undirected"
"meaning","structure","Undirected"
"meaning","term","Undirected"
"meaning","text","Undirected"
"meaning","unit","Undirected"
"meaning","view","Undirected"
"meaning","wave","Undirected"
"meaningful","sequentially","Undirected"
"meaningful","sing","Undirected"
"meaningful","structure","Undirected"
"meaningful","text","Undirected"
"meet","occurrence","Undirected"
"meet","possible","Undirected"
"meet","seven","Undirected"
"meet","situationality","Undirected"
"meet","standard","Undirected"
"meet","text","Undirected"
"meet","textuality","Undirected"
"mentally","need","Undirected"
"mentally","text","Undirected"
"message","say","Undirected"
"message","structure","Undirected"
"message","text","Undirected"
"motivate","need","Undirected"
"motivate","particular","Undirected"
"motivate","semiotic","Undirected"
"motivate","shape","Undirected"
"motivate","social","Undirected"
"motivate","system","Undirected"
"motivate","text","Undirected"
"motivate","understand","Undirected"
"much","necessarily","Undirected"
"much","new","Undirected"
"much","old","Undirected"
"much","predicate","Undirected"
"much","relate","Undirected"
"much","rheme","Undirected"
"much","rigorously","Undirected"
"much","sentence","Undirected"
"much","sequence","Undirected"
"much","sort","Undirected"
"much","strong","Undirected"
"much","subject","Undirected"
"much","system","Undirected"
"much","term","Undirected"
"much","text","Undirected"
"much","theme","Undirected"
"much","topic","Undirected"
"much","traditional","Undirected"
"much","turn","Undirected"
"much","unchangeable","Undirected"
"much","value","Undirected"
"multiple","reader","Undirected"
"multiple","representational","Undirected"
"multiple","rhetorial","Undirected"
"multiple","semantic","Undirected"
"multiple","semiotic","Undirected"
"multiple","syntactic","Undirected"
"multiple","syntax","Undirected"
"multiple","system","Undirected"
"multiple","text","Undirected"
"multiple","typesetting","Undirected"
"multiple","writer","Undirected"
"multiplicity","text","Undirected"
"multiplicity","voice","Undirected"
"must","recognizably","Undirected"
"must","regard","Undirected"
"must","semantic","Undirected"
"must","text","Undirected"
"must","unit","Undirected"
"must","whole","Undirected"
"mutually","relevant","Undirected"
"mutually","system","Undirected"
"mutually","text","Undirected"
"narrative","punctuation","Undirected"
"narrative","set","Undirected"
"narrative","text","Undirected"
"narrative","word","Undirected"
"necessarily","new","Undirected"
"necessarily","old","Undirected"
"necessarily","predicate","Undirected"
"necessarily","rheme","Undirected"
"necessarily","subject","Undirected"
"necessarily","term","Undirected"
"necessarily","text","Undirected"
"necessarily","theme","Undirected"
"necessarily","topic","Undirected"
"necessarily","traditional","Undirected"
"necessarily","turn","Undirected"
"need","network","Undirected"
"need","occurrence","Undirected"
"need","particular","Undirected"
"need","perceive","Undirected"
"need","radical","Undirected"
"need","receiver","Undirected"
"need","represent","Undirected"
"need","result","Undirected"
"need","semiotic","Undirected"
"need","shape","Undirected"
"need","social","Undirected"
"need","specific","Undirected"
"need","surpass","Undirected"
"need","system","Undirected"
"need","tendency","Undirected"
"need","text","Undirected"
"need","understand","Undirected"
"need","use","Undirected"
"need","value","Undirected"
"need","whole","Undirected"
"network","radical","Undirected"
"network","represent","Undirected"
"network","result","Undirected"
"network","specific","Undirected"
"network","surpass","Undirected"
"network","tendency","Undirected"
"network","text","Undirected"
"network","use","Undirected"
"network","value","Undirected"
"new","old","Undirected"
"new","predicate","Undirected"
"new","rheme","Undirected"
"new","subject","Undirected"
"new","term","Undirected"
"new","text","Undirected"
"new","theme","Undirected"
"new","topic","Undirected"
"new","traditional","Undirected"
"new","turn","Undirected"
"non-structural","pattern","Undirected"
"non-structural","provide","Undirected"
"non-structural","refer","Undirected"
"non-structural","reference","Undirected"
"non-structural","relation","Undirected"
"non-structural","semantic","Undirected"
"non-structural","serve","Undirected"
"non-structural","structural","Undirected"
"non-structural","structure","Undirected"
"non-structural","substitution","Undirected"
"non-structural","text","Undirected"
"non-structural","texture","Undirected"
"non-structural","thematic","Undirected"
"non-structural","two","Undirected"
"non-texts","noncommunicative","Undirected"
"non-texts","text","Undirected"
"non-texts","treat","Undirected"
"non-verbal","prosodic","Undirected"
"non-verbal","realize","Undirected"
"non-verbal","sensori-perceptual","Undirected"
"non-verbal","term","Undirected"
"non-verbal","text","Undirected"
"non-verbal","trace","Undirected"
"non-verbal","utterance","Undirected"
"non-verbal","verbal","Undirected"
"noncommunicative","text","Undirected"
"noncommunicative","treat","Undirected"
"numb","realization","Undirected"
"numb","relevant","Undirected"
"numb","repertoire","Undirected"
"numb","see","Undirected"
"numb","select","Undirected"
"numb","source","Undirected"
"numb","text","Undirected"
"object","perspective","Undirected"
"object","sense","Undirected"
"object","side","Undirected"
"object","structural","Undirected"
"object","text","Undirected"
"object","textual","Undirected"
"object","unique","Undirected"
"object","unitary","Undirected"
"object","wide","Undirected"
"occurrence","perceive","Undirected"
"occurrence","receiver","Undirected"
"occurrence","record","Undirected"
"occurrence","semantic","Undirected"
"occurrence","seven","Undirected"
"occurrence","situationality","Undirected"
"occurrence","socio-communicative","Undirected"
"occurrence","speak","Undirected"
"occurrence","standard","Undirected"
"occurrence","text","Undirected"
"occurrence","textuality","Undirected"
"occurrence","unity","Undirected"
"occurrence","verbal","Undirected"
"occurrence","whole","Undirected"
"occurrence","write","Undirected"
"old","predicate","Undirected"
"old","rheme","Undirected"
"old","subject","Undirected"
"old","term","Undirected"
"old","text","Undirected"
"old","theme","Undirected"
"old","topic","Undirected"
"old","traditional","Undirected"
"old","turn","Undirected"
"operate","parameter","Undirected"
"operate","particular","Undirected"
"operate","process","Undirected"
"operate","represent","Undirected"
"operate","semantic","Undirected"
"operate","sense","Undirected"
"operate","situation","Undirected"
"operate","text","Undirected"
"option","particular","Undirected"
"option","repertory","Undirected"
"option","selection","Undirected"
"option","structure","Undirected"
"option","system","Undirected"
"option","take","Undirected"
"option","text","Undirected"
"option","utilization","Undirected"
"option","utilize","Undirected"
"oral","particular","Undirected"
"oral","passage","Undirected"
"oral","people","Undirected"
"oral","produce","Undirected"
"oral","represent","Undirected"
"oral","system","Undirected"
"oral","tangible","Undirected"
"oral","text","Undirected"
"oral","unity","Undirected"
"oral","utterance","Undirected"
"oral","various","Undirected"
"oral","write","Undirected"
"organize","relation","Undirected"
"organize","role","Undirected"
"organize","text","Undirected"
"origin","reflect","Undirected"
"origin","sign","Undirected"
